"Día","Línea de Servicio","Hora de operación","","","","","","","","","","","","","","","","","","","",""
"","","4:00","5:00","6:00","7:00","8:00","9:00","10:00","11:00","12:00","13:00","14:00","15:00","16:00","17:00","18:00","19:00","20:00","21:00","22:00","23:00","Total general (Número de pasajeros)"
"15/06/2023","LÍNEA 2","189 ","870 ","1,064 ","1,070 ","956 ","960 ","959 ","1,108 ","1,032 ","1,113 ","1,218 ","1,452 ","2,004 ","2,205 ","1,829 ","1,344 ","928 ","506 ","218 ","97 ","21,122 "
"15/06/2023","LÍNEA A","16,427 ","45,420 ","62,017 ","50,212 ","32,170 ","26,799 ","24,169 ","25,399 ","28,922 ","27,831 ","33,405 ","36,749 ","58,200 ","80,519 ","59,194 ","35,364 ","23,238 ","17,845 ","9,894 ","","693,774 "
"15/06/2023","LÍNEA B","3,243 ","7,318 ","9,178 ","7,962 ","5,189 ","4,339 ","3,884 ","4,046 ","4,483 ","4,156 ","4,502 ","5,387 ","7,383 ","9,850 ","6,839 ","4,141 ","3,299 ","2,472 ","1,351 ","26 ","99,048 "
"15/06/2023","LÍNEA H","224 ","552 ","444 ","231 ","183 ","119 ","106 ","112 ","132 ","127 ","76 ","64 ","102 ","57 ","52 ","37 ","39 ","21 ","6 ","","2,684 "
"15/06/2023","LÍNEA J","1,462 ","2,556 ","2,429 ","2,152 ","1,317 ","960 ","807 ","805 ","819 ","704 ","576 ","612 ","730 ","661 ","457 ","315 ","346 ","164 ","59 ","132 ","18,063 "
"15/06/2023","LÍNEA K","2,470 ","2,811 ","2,756 ","2,230 ","1,773 ","1,418 ","1,267 ","1,186 ","1,415 ","1,106 ","951 ","908 ","1,151 ","1,084 ","732 ","547 ","588 ","333 ","138 ","15 ","24,879 "
"15/06/2023","LÍNEA L","","","","","","183 ","128 ","178 ","123 ","149 ","135 ","154 ","179 ","198 ","2 ","","","","","2 ","1,431 "
"15/06/2023","LÍNEA M","352 ","879 ","908 ","649 ","414 ","344 ","283 ","304 ","351 ","301 ","326 ","457 ","582 ","967 ","1,029 ","840 ","640 ","375 ","311 ","","10,312 "
"15/06/2023","LÍNEA O","248.00 ","1,051.00 ","1,385.00 ","1,360.00 ","899.00 ","721 ","581 ","631 ","661 ","702 ","590 ","742 ","1,036 ","1,312 ","1,023.00 ","696.00 ","646.00 ","519.00 ","218.00 ","","15,021 "
"15/06/2023","LÍNEA P","1,448 ","3,229 ","3,129 ","2,229 ","1,318 ","1,007 ","906 ","1,250 ","1,279 ","807 ","825 ","724 ","1,038 ","1,245 ","733 ","448 ","623 ","492 ","165 ","69 ","22,964 "
"15/06/2023","LÍNEA T-A","1,319 ","3,604 ","4,613 ","4,006 ","3,115 ","2,396 ","2,155 ","2,263 ","2,566 ","2,329 ","2,519 ","2,913 ","3,864 ","5,008 ","4,619 ","3,247 ","2,372 ","1,729 ","1,252 ","8 ","55,897 "
"16/06/2023","LÍNEA 1","2,955 ","8,007 ","10,405 ","9,567 ","6,547 ","5,480 ","4,964 ","5,036 ","5,167 ","4,996 ","5,652 ","6,342 ","8,264 ","10,244 ","7,785 ","5,261 ","3,791 ","2,964 ","1,522 ","59 ","115,008 "
"16/06/2023","LÍNEA 2","196 ","814 ","1,034 ","979 ","928 ","917 ","1,017 ","1,142 ","1,197 ","1,159 ","1,267 ","1,483 ","2,043 ","2,267 ","1,897 ","1,362 ","826 ","579 ","326 ","41 ","21,474 "
"16/06/2023","LÍNEA A","15,954 ","44,036 ","60,194 ","49,614 ","32,445 ","26,110 ","25,885 ","26,194 ","29,714 ","29,644 ","36,443 ","41,110 ","60,492 ","74,501 ","57,544 ","37,870 ","23,881 ","20,366 ","11,433 ","","703,430 "
"16/06/2023","LÍNEA B","2,959 ","7,325 ","8,939 ","7,501 ","5,131 ","4,373 ","4,169 ","4,067 ","4,523 ","4,230 ","4,715 ","5,441 ","7,486 ","9,529 ","6,967 ","4,421 ","3,227 ","2,736 ","1,588 ","8 ","99,335 "
"16/06/2023","LÍNEA H","224 ","508 ","435 ","295 ","154 ","125 ","147 ","108 ","99 ","98 ","74 ","69 ","84 ","62 ","51 ","48 ","64 ","26 ","11 ","","2,682 "
"16/06/2023","LÍNEA J","1,455 ","2,604 ","2,539 ","1,907 ","1,392 ","1,034 ","855 ","792 ","754 ","734 ","602 ","607 ","810 ","738 ","489 ","432 ","354 ","194 ","84 ","159 ","18,535 "
"16/06/2023","LÍNEA K","2,453 ","2,863 ","2,656 ","2,320 ","1,766 ","1,284 ","1,218 ","1,290 ","1,459 ","1,161 ","965 ","1,010 ","1,250 ","1,289 ","780 ","648 ","691 ","405 ","158 ","36 ","25,702 "
"16/06/2023","LÍNEA L","","","","","17 ","112 ","202 ","179 ","177 ","175 ","154 ","222 ","200 ","254 ","1 ","","","","","4 ","1,697 "
"16/06/2023","LÍNEA M","361 ","856 ","901 ","653 ","429 ","326 ","343 ","310 ","372 ","352 ","354 ","506 ","697 ","865 ","1,040 ","928 ","515 ","386 ","333 ","","10,527 "
"16/06/2023","LÍNEA O","221.00 ","1,031.00 ","1,386.00 ","1,290.00 ","819.00 ","707 ","573 ","638 ","587 ","567 ","683 ","782 ","1,018 ","1,178 ","994.00 ","709.00 ","525.00 ","518.00 ","308.00 ","","14,534 "
"16/06/2023","LÍNEA P","1,363 ","3,150 ","3,106 ","2,195 ","1,294 ","949 ","921 ","1,220 ","1,185 ","864 ","775 ","792 ","1,003 ","1,195 ","759 ","575 ","754 ","494 ","155 ","135 ","22,884 "
"16/06/2023","LÍNEA T-A","1,309 ","3,559 ","4,377 ","4,021 ","2,765 ","2,306 ","2,159 ","2,318 ","2,529 ","2,445 ","2,574 ","2,969 ","3,930 ","4,777 ","4,647 ","3,298 ","2,410 ","1,985 ","1,416 ","8 ","55,802 "
"17/06/2023","LÍNEA 1","2,140 ","4,876 ","6,474 ","6,777 ","5,219 ","4,805 ","4,472 ","4,939 ","6,358 ","6,589 ","6,181 ","5,616 ","5,145 ","4,733 ","4,430 ","3,674 ","2,947 ","2,346 ","1,241 ","98 ","89,060 "
"17/06/2023","LÍNEA 2","126 ","581 ","590 ","788 ","684 ","779 ","910 ","1,050 ","1,499 ","1,422 ","1,307 ","1,233 ","1,214 ","1,138 ","1,121 ","936 ","630 ","507 ","250 ","123 ","16,888 "
"17/06/2023","LÍNEA A","12,205 ","27,032 ","34,609 ","33,271 ","25,471 ","23,962 ","24,298 ","28,497 ","42,184 ","44,245 ","45,032 ","37,457 ","36,424 ","34,912 ","32,503 ","25,233 ","18,215 ","16,107 ","10,308 ","","551,965 "
"17/06/2023","LÍNEA B","2,238 ","4,563 ","5,271 ","5,382 ","4,158 ","4,049 ","4,109 ","4,736 ","6,128 ","6,168 ","6,266 ","5,094 ","4,992 ","4,653 ","4,372 ","3,373 ","2,617 ","2,232 ","4,371 ","29 ","84,801 "
"17/06/2023","LÍNEA H","159 ","371 ","308 ","243 ","159 ","130 ","154 ","143 ","146 ","136 ","112 ","100 ","81 ","96 ","77 ","59 ","59 ","41 ","20 ","5 ","2,599 "
"17/06/2023","LÍNEA J","1,013 ","1,699 ","1,888 ","1,726 ","1,291 ","1,035 ","929 ","991 ","1,013 ","804 ","849 ","694 ","734 ","740 ","648 ","557 ","414 ","346 ","209 ","41 ","17,621 "
"17/06/2023","LÍNEA K","1,871 ","2,657 ","2,549 ","2,145 ","1,634 ","1,514 ","1,316 ","1,370 ","1,509 ","1,390 ","1,308 ","1,220 ","1,345 ","1,538 ","1,043 ","839 ","728 ","628 ","330 ","13 ","26,947 "
"17/06/2023","LÍNEA L","","","","","51 ","234 ","208 ","341 ","234 ","224 ","218 ","300 ","345 ","381 ","1 ","","","","","6 ","2,543 "
"17/06/2023","LÍNEA M","267 ","617 ","628 ","550 ","402 ","339 ","307 ","371 ","438 ","623 ","625 ","697 ","625 ","696 ","635 ","564 ","465 ","436 ","353 ","3 ","9,641 "
"17/06/2023","LÍNEA O","193.00 ","647.00 ","854.00 ","872.00 ","623.00 ","623 ","588 ","655 ","807 ","686 ","656 ","614 ","588 ","566 ","526.00 ","526.00 ","488.00 ","424.00 ","259.00 ","","11,195 "
"17/06/2023","LÍNEA P","995 ","1,838 ","1,991 ","1,697 ","1,112 ","901 ","927 ","959 ","1,101 ","967 ","924 ","898 ","799 ","748 ","645 ","586 ","482 ","335 ","249 ","72 ","18,226 "
"17/06/2023","LÍNEA T-A","1,038 ","2,310 ","3,058 ","3,100 ","2,450 ","2,287 ","2,195 ","2,380 ","3,273 ","3,437 ","3,357 ","3,272 ","2,965 ","3,068 ","3,056 ","2,496 ","1,939 ","1,694 ","1,473 ","9 ","48,857 "
"18/06/2023","LÍNEA 1","461 ","1,484 ","1,714 ","2,013 ","2,066 ","2,580 ","2,976 ","2,731 ","2,913 ","2,968 ","2,839 ","2,595 ","2,692 ","2,766 ","2,908 ","2,394 ","2,155 ","1,755 ","248 ","87 ","42,345 "
"18/06/2023","LÍNEA 2","14 ","179 ","182 ","245 ","206 ","307 ","544 ","529 ","647 ","641 ","494 ","390 ","482 ","513 ","507 ","431 ","309 ","214 ","23 ","63 ","6,920 "
"18/06/2023","LÍNEA A","3,326 ","9,416 ","11,663 ","11,616 ","12,316 ","14,016 ","15,805 ","16,282 ","17,273 ","18,147 ","17,983 ","17,423 ","19,116 ","20,262 ","20,212 ","16,007 ","14,338 ","11,624 ","1,199 ","","268,024 "
"18/06/2023","LÍNEA B","717 ","1,506 ","1,720 ","1,984 ","2,258 ","2,781 ","2,681 ","2,961 ","3,087 ","3,166 ","3,167 ","3,056 ","3,102 ","3,292 ","3,193 ","2,707 ","2,247 ","1,586 ","175 ","15 ","45,401 "
"18/06/2023","LÍNEA H","","","","","1 ","125 ","124 ","155 ","123 ","91 ","104 ","91 ","106 ","84 ","70 ","78 ","51 ","36 ","9 ","","1,248 "
"18/06/2023","LÍNEA J","","","","","","1,053 ","950 ","860 ","788 ","856 ","766 ","693 ","814 ","744 ","685 ","679 ","516 ","324 ","9 ","46 ","9,783 "
"18/06/2023","LÍNEA K","","","","","645 ","1,256 ","1,305 ","1,299 ","1,318 ","1,321 ","1,366 ","1,370 ","1,592 ","1,652 ","1,123 ","989 ","752 ","541 ","52 ","","16,581 "
"18/06/2023","LÍNEA L","","","","","141.00 ","412 ","564.00 ","577.00 ","535 ","572.00 ","515.00 ","618.00 ","761 ","605 ","3 ","","","","","","5,303 "
"18/06/2023","LÍNEA M","","","","","5.00 ","330.00 ","345.00 ","349.00 ","320.00 ","402.00 ","405.00 ","391.00 ","452.00 ","381 ","482 ","446 ","422 ","360 ","124 ","","5,214 "
"18/06/2023","LÍNEA O","30.00 ","300.00 ","303.00 ","290.00 ","248 ","315 ","381 ","392 ","341 ","351 ","354 ","322 ","390 ","437 ","400.00 ","398.00 ","394.00 ","307.00 ","48.00 ","","6,001 "
"18/06/2023","LÍNEA P","","","","","35 ","913 ","790 ","787 ","778 ","845 ","704 ","719 ","618 ","668 ","674 ","574 ","554 ","324 ","40 ","3 ","9,026 "
"18/06/2023","LÍNEA T-A","154 ","676 ","895 ","960 ","1,193 ","1,460 ","1,629 ","1,723 ","1,762 ","1,895 ","1,916 ","1,731 ","1,888 ","1,751 ","1,922 ","1,769 ","1,602 ","1,352 ","329 ","","26,607 "
"19/06/2023","LÍNEA 1","500 ","1,650 ","1,737 ","1,742 ","1,536 ","1,954 ","2,181 ","2,152 ","2,149 ","2,352 ","2,686 ","2,661 ","2,790 ","2,846 ","2,934 ","2,606 ","2,388 ","1,702 ","232 ","","38,798 "
"19/06/2023","LÍNEA 2","20.00 ","187.00 ","210.00 ","205.00 ","179.00 ","295.00 ","309.00 ","322.00 ","311.00 ","281.00 ","389.00 ","369.00 ","399.00 ","451 ","495 ","500 ","340 ","208 ","25 ","2 ","5,497 "
"19/06/2023","LÍNEA A","3,281.00 ","9,785.00 ","11,257.00 ","10,063.00 ","9,708.00 ","10,445.00 ","12,011.00 ","12,566.00 ","13,388.00 ","14,335.00 ","17,141.00 ","17,018.00 ","19,471.00 ","21,205 ","21,232 ","17,198 ","15,490 ","11,504 ","825.00 ","","247,923 "
"19/06/2023","LÍNEA B","632 ","1,637 ","1,920 ","1,644 ","1,821 ","1,996 ","2,396 ","2,222 ","2,292 ","2,523 ","3,004 ","2,835 ","3,175 ","3,312 ","3,235 ","2,449 ","2,093 ","1,389 ","112 ","","40,687 "
"19/06/2023","LÍNEA H","","","","","","100 ","95 ","95 ","81 ","61 ","103 ","58 ","91 ","72 ","89 ","44 ","66 ","19 ","3 ","","977 "
"19/06/2023","LÍNEA J","","","","","8 ","797 ","644 ","667 ","640 ","609 ","629 ","611 ","709 ","749 ","714 ","598 ","476 ","227 ","10 ","3 ","8,091 "
"19/06/2023","LÍNEA K","","","","","533 ","1,013 ","1,085 ","1,022 ","1,050 ","1,181 ","1,067 ","1,325 ","1,512 ","1,500 ","1,224 ","883 ","732 ","366 ","24 ","","14,517 "
"19/06/2023","LÍNEA L","","","","","153 ","403 ","634 ","720 ","672 ","547 ","565 ","592 ","745 ","715 ","3 ","","","","","","5,749 "
"19/06/2023","LÍNEA M","","","","","26 ","239 ","244 ","274 ","272 ","337 ","278 ","332 ","402 ","423 ","511 ","445 ","395 ","334 ","131 ","","4,643 "
"19/06/2023","LÍNEA O","24.00 ","344.00 ","278.00 ","254.00 ","224 ","235 ","355 ","306 ","272 ","272 ","339 ","331 ","377 ","424 ","408.00 ","344.00 ","362.00 ","288.00 ","36.00 ","","5,473 "
"19/06/2023","LÍNEA P","","","","","90 ","644 ","620 ","635 ","660 ","669 ","667 ","650 ","784 ","681 ","610 ","570 ","509 ","267 ","14 ","","8,070 "
"19/06/2023","LÍNEA T-A","192 ","661 ","925 ","776 ","743 ","1,000 ","1,184 ","1,264 ","1,371 ","1,413 ","1,571 ","1,721 ","1,773 ","1,875 ","2,016 ","1,769 ","1,652 ","1,377 ","237 ","","23,520 "
"20/06/2023","LÍNEA 1","2,944 ","8,066 ","10,956 ","9,606 ","6,698 ","5,315 ","4,729 ","5,120 ","5,230 ","4,839 ","5,168 ","4,298 ","6,116 ","8,115 ","6,095 ","4,745 ","3,298 ","2,413 ","1,237 ","","104,988 "
"20/06/2023","LÍNEA 2","171.00 ","848.00 ","1,058.00 ","1,079.00 ","939.00 ","471 ","","1 ","631 ","972 ","1,146 ","1,326 ","1,856 ","1,909 ","1,659 ","1,198 ","828 ","478 ","192 ","","16,762 "
"20/06/2023","LÍNEA A","16,679.00 ","45,291.00 ","62,158.00 ","50,322.00 ","32,772.00 ","30,615 ","27,696 ","29,507 ","32,978 ","28,985 ","34,082 ","36,117 ","59,019 ","80,754 ","57,434 ","32,430 ","20,826 ","15,791 ","8,360.00 ","","701,816 "
"20/06/2023","LÍNEA B","3,193 ","7,458 ","8,987 ","7,800 ","5,100 ","4,894 ","4,316 ","4,331 ","4,620 ","4,230 ","4,336 ","5,025 ","7,016 ","10,015 ","6,747 ","3,983 ","2,889 ","2,214 ","1,115 ","","98,269 "
"20/06/2023","LÍNEA H","216.00 ","553.00 ","451.00 ","270.00 ","174.00 ","160.00 ","85.00 ","62.00 ","87.00 ","84.00 ","61.00 ","92.00 ","79.00 ","58.00 ","55.00 ","35 ","45.00 ","16.00 ","4.00 ","","2,587 "
"20/06/2023","LÍNEA J","1,436 ","2,520 ","2,494 ","2,062 ","1,396 ","994 ","782 ","813 ","801 ","651 ","619 ","608 ","766 ","647 ","475 ","357 ","289 ","130 ","49 ","57 ","17,946 "
"20/06/2023","LÍNEA K","2,451 ","2,844 ","2,697 ","2,256 ","1,770 ","1,382 ","1,228 ","1,163 ","1,257 ","1,026 ","767 ","840 ","1,088 ","860 ","574 ","550 ","585 ","315 ","105 ","21 ","23,779 "
"20/06/2023","LÍNEA M","344 ","834 ","858 ","640 ","409 ","326 ","250 ","169 ","254 ","342 ","349 ","465 ","650 ","875 ","1,030 ","850 ","539 ","345 ","285 ","","9,814 "
"20/06/2023","LÍNEA O","268 ","1,077 ","1,379 ","1,289 ","917 ","763 ","632 ","536 ","670 ","648 ","650 ","737 ","1,092 ","1,307 ","992 ","686 ","567 ","452 ","193 ","","14,855 "
"20/06/2023","LÍNEA P","1,397 ","3,275 ","3,010 ","2,145 ","1,316 ","1,017 ","906 ","1,159 ","1,198 ","769 ","777 ","762 ","1,000 ","1,191 ","721 ","555 ","674 ","488 ","108 ","34 ","22,502 "
"20/06/2023","LÍNEA T-A","1,364 ","3,544 ","4,369 ","3,801 ","2,804 ","2,217 ","1,657 ","539 ","2,177 ","2,277 ","2,424 ","2,852 ","3,781 ","4,893 ","4,355 ","3,277 ","2,145 ","1,542 ","983 ","3 ","51,004 "
"21/06/2023","LÍNEA 1","2,932 ","7,284 ","11,045 ","9,858 ","6,803 ","5,461 ","4,799 ","4,957 ","5,097 ","5,059 ","5,542 ","6,195 ","8,410 ","10,916 ","8,280 ","5,236 ","3,113 ","2,128 ","1,166 ","50 ","114,331 "
"21/06/2023","LÍNEA 2","184 ","789 ","1,206 ","1,053 ","1,003 ","1,016 ","1,020 ","1,136 ","1,063 ","1,180 ","1,184 ","1,476 ","1,942 ","2,122 ","1,739 ","1,245 ","856 ","469 ","162 ","32 ","20,877 "
"21/06/2023","LÍNEA A","16,346 ","44,392 ","63,192 ","51,117 ","33,157 ","27,812 ","24,868 ","25,713 ","28,564 ","27,841 ","34,146 ","37,754 ","60,351 ","84,567 ","59,818 ","34,343 ","19,832 ","14,700 ","10,196 ","","698,709 "
"21/06/2023","LÍNEA B","3,190 ","7,269 ","8,988 ","7,818 ","5,276 ","4,540 ","4,261 ","4,298 ","4,506 ","4,275 ","4,822 ","5,405 ","7,489 ","10,313 ","7,586 ","4,069 ","2,910 ","2,461 ","7,237 ","5 ","106,718 "
"21/06/2023","LÍNEA H","216 ","522 ","429 ","286 ","175 ","117 ","102 ","106 ","128 ","69 ","70 ","90 ","90 ","43 ","53 ","52 ","47 ","10 ","4 ","67 ","2,676 "
"21/06/2023","LÍNEA J","1,467 ","2,581 ","2,482 ","2,167 ","1,412 ","949 ","871 ","820 ","814 ","643 ","596 ","561 ","795 ","701 ","528 ","485 ","302 ","142 ","61 ","13 ","18,390 "
"21/06/2023","LÍNEA K","2,506 ","2,803 ","2,738 ","2,266 ","1,841 ","1,378 ","1,296 ","1,259 ","1,332 ","999 ","910 ","1,041 ","1,247 ","1,124 ","867 ","654 ","540 ","267 ","142 ","1 ","25,211 "
"21/06/2023","LÍNEA L","","","","","18 ","173 ","226 ","243 ","245 ","210 ","168 ","263 ","191 ","294 ","2 ","","","","","","2,033 "
"21/06/2023","LÍNEA M","329.00 ","821.00 ","908.00 ","647.00 ","438 ","333 ","307 ","328 ","351 ","330 ","370 ","513 ","661 ","870 ","1,132.00 ","958.00 ","488.00 ","347.00 ","177.00 ","","10,308 "
"21/06/2023","LÍNEA O","220 ","1,062 ","1,464 ","1,343 ","907 ","695 ","634 ","563 ","634 ","658 ","595 ","745 ","1,040 ","1,282 ","1,088 ","754 ","514 ","482 ","265 ","109 ","15,054 "
"21/06/2023","LÍNEA P","1,340 ","2,278 ","3,233 ","2,173 ","1,311 ","1,077 ","931 ","978 ","1,441 ","1,106 ","976 ","818 ","966 ","995 ","810 ","641 ","610 ","351 ","177 ","7 ","22,219 "
"21/06/2023","LÍNEA T-A","1,361 ","3,461 ","4,491 ","3,659 ","2,939 ","2,198 ","2,265 ","2,197 ","2,324 ","2,298 ","2,628 ","2,945 ","4,064 ","4,827 ","4,389 ","3,240 ","2,045 ","1,381 ","208 ","63 ","52,983 "
"22/06/2023","LÍNEA 1","2,904 ","7,870 ","10,621 ","9,396 ","6,439 ","5,208 ","4,574 ","4,805 ","4,871 ","4,383 ","5,441 ","6,023 ","8,433 ","11,051 ","7,890 ","5,039 ","3,661 ","2,759 ","1,653 ","59 ","113,080 "
"22/06/2023","LÍNEA 2","180 ","813 ","1,017 ","1,098 ","913 ","937 ","902 ","1,085 ","1,136 ","1,061 ","1,169 ","1,389 ","1,936 ","2,383 ","1,805 ","1,242 ","907 ","495 ","190 ","","20,658 "
"22/06/2023","LÍNEA A","16,058 ","43,643 ","60,571 ","50,297 ","31,717 ","26,106 ","23,986 ","25,029 ","27,984 ","26,489 ","34,028 ","35,756 ","58,531 ","81,189 ","56,670 ","32,681 ","21,511 ","16,628 ","9,217 ","11 ","678,102 "
"22/06/2023","LÍNEA B","3,102 ","7,409 ","9,050 ","7,605 ","5,017 ","4,338 ","4,065 ","4,168 ","4,447 ","4,278 ","4,592 ","5,022 ","7,278 ","10,508 ","6,844 ","4,001 ","3,098 ","2,536 ","1,163 ","86 ","98,607 "
"22/06/2023","LÍNEA H","219 ","522 ","428 ","250 ","163 ","102 ","99 ","133 ","120 ","107 ","77 ","61 ","64 ","56 ","57 ","35 ","32 ","19 ","6 ","15 ","2,565 "
"22/06/2023","LÍNEA J","1,452 ","2,670 ","2,427 ","1,923 ","1,329 ","992 ","831 ","838 ","802 ","690 ","655 ","565 ","748 ","643 ","478 ","401 ","352 ","134 ","49 ","2 ","17,981 "
"22/06/2023","LÍNEA K","2,401 ","2,861 ","2,720 ","2,172 ","1,676 ","1,405 ","1,228 ","1,215 ","1,406 ","1,013 ","883 ","792 ","1,145 ","1,182 ","699 ","571 ","586 ","313 ","98 ","","24,366 "
"22/06/2023","LÍNEA L","","","","","30.00 ","230 ","272 ","213 ","336 ","145 ","154 ","205 ","261 ","308 ","","","","","","","2,154 "
"22/06/2023","LÍNEA M","345 ","846 ","874 ","650 ","399 ","309 ","314 ","287 ","331 ","298 ","347 ","499 ","681 ","909 ","1,152 ","821 ","538 ","350 ","277 ","33 ","10,260 "
"22/06/2023","LÍNEA O","264 ","1,008 ","1,416 ","1,363 ","805 ","726 ","615 ","625 ","623 ","593 ","657 ","711 ","1,021 ","1,302 ","983 ","740 ","575 ","490 ","223 ","3 ","14,743 "
"22/06/2023","LÍNEA P","1,384 ","3,176 ","2,973 ","2,095 ","1,270 ","936 ","801 ","1,166 ","1,294 ","827 ","717 ","786 ","1,008 ","1,140 ","745 ","559 ","762 ","429 ","115 ","66 ","22,249 "
"22/06/2023","LÍNEA T-A","1,302 ","3,393 ","4,411 ","3,947 ","2,653 ","2,271 ","2,082 ","2,183 ","2,470 ","2,375 ","2,494 ","3,095 ","3,948 ","5,062 ","4,551 ","3,031 ","2,272 ","1,672 ","1,080 ","94 ","54,386 "
"23/06/2023","LÍNEA 1","2,711 ","7,925 ","10,664 ","9,345 ","6,498 ","5,319 ","4,634 ","4,908 ","4,851 ","4,845 ","5,570 ","6,547 ","8,729 ","10,186 ","7,932 ","5,321 ","3,690 ","2,814 ","1,708 ","","114,197 "
"23/06/2023","LÍNEA 2","144 ","767 ","1,077 ","1,132 ","930 ","900 ","938 ","1,140 ","1,031 ","1,050 ","1,282 ","1,404 ","2,015 ","2,266 ","1,775 ","1,213 ","837 ","600 ","277 ","6 ","20,784 "
"23/06/2023","LÍNEA A","15,542 ","43,135 ","61,058 ","49,624 ","32,107 ","27,071 ","24,254 ","25,409 ","28,178 ","27,501 ","34,975 ","39,362 ","60,258 ","76,282 ","56,603 ","34,973 ","21,896 ","18,502 ","11,100 ","89 ","687,919 "
"23/06/2023","LÍNEA B","3,029 ","7,198 ","9,074 ","7,582 ","5,201 ","4,437 ","4,000 ","3,988 ","4,431 ","4,213 ","4,732 ","5,391 ","7,311 ","9,460 ","7,029 ","4,390 ","3,382 ","2,474 ","1,554 ","22 ","98,898 "
"23/06/2023","LÍNEA H","197 ","556 ","452 ","276 ","184 ","120 ","105 ","112 ","119 ","90 ","89 ","63 ","86 ","62 ","47 ","34 ","31 ","15 ","7 ","","2,645 "
"23/06/2023","LÍNEA J","1,365 ","2,562 ","2,550 ","1,906 ","1,366 ","1,039 ","836 ","824 ","891 ","762 ","629 ","579 ","696 ","691 ","516 ","383 ","330 ","170 ","74 ","","18,169 "
"23/06/2023","LÍNEA K","2,402.00 ","2,858.00 ","2,745.00 ","2,240.00 ","1,709.00 ","1,416 ","1,306 ","1,245 ","1,406 ","1,110 ","993 ","1,046 ","1,180 ","1,204 ","773.00 ","591.00 ","560.00 ","344.00 ","132.00 ","","25,260 "
"23/06/2023","LÍNEA L","","","","","48 ","246 ","256 ","304 ","303 ","194 ","247 ","229 ","323 ","301 ","2 ","","","","","68 ","2,521 "
"23/06/2023","LÍNEA M","318 ","841 ","867 ","674 ","413 ","313 ","292 ","284 ","355 ","301 ","361 ","567 ","708 ","896 ","987 ","875 ","510 ","444 ","309 ","6 ","10,321 "
"23/06/2023","LÍNEA O","243 ","981 ","1,400 ","1,322 ","856 ","680 ","602 ","549 ","580 ","532 ","648 ","760 ","887 ","1,199 ","850 ","772 ","569 ","467 ","284 ","80 ","14,261 "
"23/06/2023","LÍNEA P","1,219 ","3,143 ","3,094 ","2,175 ","1,309 ","1,004 ","861 ","1,046 ","1,107 ","942 ","928 ","893 ","1,041 ","1,077 ","694 ","598 ","852 ","386 ","122 ","74 ","22,565 "
"23/06/2023","LÍNEA T-A","1,272 ","3,406 ","4,381 ","3,794 ","2,747 ","2,249 ","1,992 ","2,076 ","2,441 ","2,208 ","2,512 ","2,964 ","4,050 ","4,904 ","4,464 ","3,317 ","2,179 ","1,797 ","1,380 ","","54,133 "
"24/06/2023","LÍNEA 1","2,172 ","4,991 ","6,550 ","6,999 ","5,173 ","4,657 ","4,371 ","4,692 ","6,358 ","6,547 ","6,566 ","5,777 ","5,240 ","5,221 ","5,015 ","2,898 ","1,514 ","1,661 ","952 ","17 ","87,371 "
"24/06/2023","LÍNEA 2","132 ","553 ","700 ","848 ","715 ","793 ","862 ","993 ","1,347 ","1,354 ","1,313 ","1,124 ","1,230 ","1,132 ","1,125 ","568 ","360 ","402 ","144 ","113 ","15,808 "
"24/06/2023","LÍNEA A","12,511 ","27,997 ","35,628 ","33,707 ","25,427 ","22,550 ","22,891 ","26,673 ","40,320 ","43,793 ","44,950 ","37,682 ","35,740 ","34,843 ","32,635 ","22,902 ","13,590 ","15,701 ","9,102 ","16 ","538,658 "
"24/06/2023","LÍNEA B","2,365 ","4,691 ","5,439 ","5,454 ","4,197 ","4,051 ","4,018 ","4,317 ","5,955 ","6,370 ","6,147 ","5,496 ","5,178 ","4,963 ","4,560 ","3,109 ","1,944 ","3,767 ","1,790 ","4 ","83,815 "
"24/06/2023","LÍNEA H","167 ","376 ","317 ","251 ","143 ","124 ","112 ","126 ","154 ","117 ","88 ","83 ","109 ","94 ","119 ","67 ","48 ","33 ","21 ","","2,549 "
"24/06/2023","LÍNEA J","1,031.00 ","1,727.00 ","1,980.00 ","1,745.00 ","1,311.00 ","1,027 ","853 ","863 ","899 ","802 ","831 ","771 ","774 ","768 ","854 ","526.00 ","344.00 ","232.00 ","137.00 ","","17,475 "
"24/06/2023","LÍNEA K","1,932 ","2,785 ","2,538 ","2,215 ","1,576 ","1,373 ","1,235 ","1,256 ","1,411 ","1,196 ","1,272 ","1,268 ","1,296 ","1,384 ","1,207 ","597 ","599 ","492 ","214 ","55 ","25,901 "
"24/06/2023","LÍNEA L","","","","","58 ","312 ","269 ","289 ","401 ","303 ","334 ","310 ","366 ","372 ","","","","","","5 ","3,019 "
"24/06/2023","LÍNEA M","272 ","614 ","648 ","558 ","393 ","287 ","281 ","388 ","461 ","595 ","685 ","692 ","671 ","606 ","704 ","486 ","410 ","391 ","327 ","90 ","9,559 "
"24/06/2023","LÍNEA O","212 ","643 ","924 ","857 ","646 ","552 ","548 ","509 ","799 ","738 ","714 ","645 ","592 ","591 ","607 ","455 ","427 ","464 ","221 ","80 ","11,224 "
